Age,Height,Weight,CH2O,FAF,TUE,Gender,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,SCC,CALC,MTRANS,obesity_level
30,1.75,112.289883,2.184707,0.769709,1.482016,Male,1,1,1,3,Sometimes,0,0,Sometimes,Automobile,5
27,1.877732,87.344156,2.638164,2.0,0.972054,Male,0,1,2,3,Sometimes,0,0,Sometimes,Automobile,2
37,1.498561,80.0,1.941224,0.0,0.0,Female,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,4
20,1.698626,103.026858,2.0,1.981154,0.0,Male,1,1,2,2,Sometimes,0,0,None,Public_Transportation,4
26,1.855543,105.138073,2.480277,2.0,1.58483,Male,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,4
21,1.712556,53.620604,2.426465,2.77173,0.037634,Male,1,1,2,3,Frequently,0,0,None,Public_Transportation,0
30,1.849507,124.95278,2.358088,0.797209,0.185499,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
20,1.62,105.0,1.0,1.0,0.0,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
20,1.67,70.0,2.0,0.0,1.0,Male,1,1,2,3,Frequently,0,0,None,Public_Transportation,1
21,1.709561,75.0,1.636326,1.0,1.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
25,1.611462,102.083964,1.067716,0.0,0.59927,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.639524,111.93301,2.770125,0.0,0.140792,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.65,80.0,3.0,2.878414,1.0,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,3
27,1.77558,119.081804,2.715572,0.926592,0.010721,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
25,1.773491,114.133149,2.154326,1.112504,0.00133,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
21,1.640535,131.877558,1.419136,1.505775,0.673009,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.7,50.0,2.0,2.0,2.0,Female,1,1,3,4,Sometimes,0,0,None,Public_Transportation,0
26,1.629442,104.928643,2.653563,0.0,0.55415,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.607182,68.126955,2.721356,0.979701,0.0,Female,1,1,1,1,None,0,0,Sometimes,Public_Transportation,2
29,1.739354,82.0,1.483856,0.0,1.444532,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,3
37,1.755938,118.29188,1.771198,0.855973,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
21,1.56,63.0,2.0,1.0,0.0,Female,0,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,2
21,1.745602,133.870501,1.911379,1.318743,0.911335,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
25,1.766946,117.326523,2.038958,1.034031,0.380979,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
34,1.681719,90.0,2.530301,0.0,0.075823,Male,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,3
30,1.764484,109.982692,1.0,1.859667,0.0,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,5
21,1.72,80.0,1.0,0.0,2.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,3
21,1.71,75.0,2.0,3.0,0.0,Male,1,1,3,1,Sometimes,0,0,Sometimes,Public_Transportation,2
23,1.791174,105.025808,2.292073,0.317363,0.509396,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,4
21,1.738836,133.478611,1.844645,1.700889,0.857718,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
32,1.87034,122.813033,1.0,0.800487,0.0,Male,1,1,2,3,Sometimes,0,0,None,Automobile,5
21,1.739991,135.693381,2.640824,1.862235,0.825609,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
23,1.829757,121.236915,1.984323,0.935217,0.0026,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,5
23,1.6,70.0,2.0,0.80873,0.0,Male,1,1,2,1,Sometimes,0,0,None,Public_Transportation,2
31,1.607787,102.265955,1.0,0.0,1.547086,Male,1,1,2,1,Sometimes,0,0,None,Automobile,5
25,1.624576,102.523111,1.0,0.0,0.513427,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
33,1.676346,83.014033,2.042078,0.371452,1.978043,Male,1,1,2,2,Sometimes,0,0,Sometimes,Automobile,3
36,1.763465,90.0,1.85537,1.0,0.0,Female,1,1,2,2,Sometimes,0,0,None,Automobile,4
20,1.84998,122.813033,1.242832,0.743593,0.0,Male,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,5
21,1.65,66.0,2.0,1.0,1.0,Female,1,1,3,1,Sometimes,0,0,Sometimes,Public_Transportation,2
21,1.72,75.0,2.0,1.0,2.0,Male,0,1,2,3,Frequently,0,0,Sometimes,Walking,2
25,1.773664,114.163921,2.041462,1.482411,0.092736,Male,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,5
33,1.731389,84.49798,2.702789,2.052896,0.838847,Male,1,1,2,3,Sometimes,0,0,None,Automobile,3
31,1.817917,91.204753,2.405963,0.94676,0.469735,Male,1,1,2,1,Sometimes,0,1,Sometimes,Automobile,2
38,1.7,78.0,2.0,0.0,0.0,Male,0,1,3,3,Frequently,0,0,Frequently,Automobile,2
25,1.642392,104.988082,1.204055,0.094851,0.555468,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.62414,110.804337,2.70485,0.0,0.269577,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
23,1.65,90.0,3.0,1.0,1.0,Male,1,1,2,1,Always,0,0,None,Public_Transportation,4
23,1.73995,133.365094,2.839069,1.48372,0.789064,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
31,1.803677,105.138073,2.192063,1.946907,0.849503,Male,1,1,2,2,Sometimes,0,0,Sometimes,Automobile,4
23,1.7,75.0,2.0,2.0,1.0,Male,1,1,3,3,Frequently,0,0,Sometimes,Public_Transportation,2
25,1.610225,104.810024,1.651258,0.0,0.519905,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.78,80.0,3.0,3.0,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
20,1.793926,160.935351,2.386904,0.946763,0.838947,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
29,1.75,72.0,2.0,0.0,1.0,Female,1,1,3,3,Frequently,0,0,Sometimes,Public_Transportation,1
26,1.650125,111.939671,2.770732,0.0,0.076094,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
25,1.773115,115.089316,2.357969,1.386151,0.0,Male,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,5
29,1.791867,89.558854,2.0,0.0,1.0,Male,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,3
21,1.621231,70.0,2.0,1.609938,0.0,Male,0,1,2,1,None,0,0,Sometimes,Public_Transportation,2
22,1.6,82.0,2.0,2.0,2.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,4
30,1.824901,120.699119,1.93142,1.967973,0.677909,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
22,1.7,80.0,2.0,2.0,2.0,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,3
23,1.716524,83.314157,1.706568,0.987591,1.885655,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,3
25,1.774647,116.160329,2.0,1.684582,0.133523,Male,1,1,1,3,Sometimes,0,0,None,Public_Transportation,5
21,1.62,65.0,3.0,1.0,0.0,Female,1,1,2,1,None,0,0,Sometimes,Public_Transportation,2
33,1.8,91.0,2.0,2.0,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Walking,3
20,1.819296,151.278532,2.386904,1.889937,0.715993,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.71,75.0,2.0,1.0,1.0,Male,1,1,3,3,Frequently,0,0,Sometimes,Public_Transportation,2
23,1.85,75.0,1.0,0.0,1.0,Male,1,1,3,3,Sometimes,0,0,None,Automobile,1
25,1.642098,104.808542,1.241378,0.246831,0.723154,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.60937,105.655037,2.609052,0.0,0.573958,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.723587,133.573787,1.485736,1.48809,0.923005,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.738836,131.529267,1.678791,1.429256,0.857438,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.7,80.0,2.0,0.0,2.0,Female,1,1,2,3,Always,0,0,None,Public_Transportation,2
38,1.5,79.0,1.0,0.0,0.0,Female,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,4
29,1.761068,118.533246,2.194746,0.592607,0.218645,Male,1,1,1,3,Sometimes,0,0,Sometimes,Automobile,5
31,1.848294,121.310257,1.0,0.903369,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Automobile,5
23,1.72,75.0,2.0,1.0,1.0,Male,1,1,3,3,Frequently,0,0,Sometimes,Public_Transportation,2
22,1.75,70.0,1.0,1.0,0.0,Male,0,1,2,1,Sometimes,0,0,Sometimes,Automobile,1
21,1.768231,97.971598,3.0,1.0,1.946173,Male,1,1,2,1,Sometimes,0,0,None,Public_Transportation,4
26,1.633442,110.676343,2.632498,0.0,0.434073,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.622241,82.0,2.165048,0.0,0.301909,Female,1,1,1,1,Sometimes,0,0,Sometimes,Public_Transportation,4
26,1.819535,118.277657,2.0,0.926201,0.0026,Male,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,5
22,1.947406,116.893105,2.0,0.975187,1.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
25,1.694997,103.189532,2.01051,1.586525,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
21,1.741353,86.981202,2.0,0.833976,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,3
22,1.712515,51.552595,1.886109,0.063383,1.0,Female,1,1,2,3,Frequently,0,0,None,Public_Transportation,0
21,1.730379,75.0,1.074048,1.078074,0.0,Female,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,2
30,1.829757,118.363376,1.705218,0.647632,0.395468,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
26,1.632896,111.720238,2.70914,0.0,0.26579,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.638744,111.95611,2.474518,0.0,0.051858,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
30,1.766626,112.000381,2.766674,0.0,0.68173,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
21,1.698829,98.572753,2.0,0.0,1.80931,Male,1,1,2,2,Sometimes,0,0,None,Public_Transportation,4
34,1.556028,77.647716,1.440629,0.0,0.0,Female,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,4
25,1.859717,112.10074,2.017712,1.144876,0.731257,Male,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,5
28,1.7,78.055968,2.802498,1.979355,0.0,Male,1,1,3,3,Sometimes,0,0,Frequently,Automobile,3
22,1.715118,80.0,2.0,2.892922,1.502839,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,3
21,1.62,70.0,2.0,1.0,0.0,Male,0,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,2
23,1.74,64.0,2.0,0.0,0.0,Male,1,0,2,3,Frequently,0,0,None,Public_Transportation,1
25,1.603404,104.954291,1.237557,0.095389,0.604422,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
34,1.7,83.0,3.0,3.0,0.0,Male,1,1,3,3,Sometimes,0,0,None,Automobile,3
25,1.629225,104.838425,2.556068,0.01586,0.62535,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
25,1.589829,102.093223,2.556068,0.010183,1.0,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
23,1.62,80.0,3.0,1.0,0.0,Female,1,1,3,1,Sometimes,0,0,None,Public_Transportation,4
21,1.7,80.0,2.0,2.0,1.0,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,3
21,1.65,80.0,2.0,0.891444,1.839862,Male,1,1,2,2,Sometimes,0,0,None,Public_Transportation,3
21,1.703584,75.0,1.723159,0.553305,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
37,1.75,118.805937,2.803002,0.783963,0.0,Male,1,1,2,2,Sometimes,0,0,None,Automobile,5
21,1.782722,105.013901,2.297896,0.00705,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,4
28,1.75,78.0,2.0,1.0,0.0,Female,1,1,3,3,Sometimes,0,0,Frequently,Automobile,3
23,1.86714,121.864326,1.732072,0.977998,0.0,Male,1,1,3,2,Sometimes,0,0,Sometimes,Public_Transportation,5
26,1.624134,110.777391,2.618198,0.0,0.380695,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.635062,111.946321,2.682804,0.0,0.138418,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
31,1.75,73.0,2.0,3.0,0.0,Male,1,1,2,3,Sometimes,0,1,Sometimes,Automobile,1
21,1.62,70.0,3.0,1.0,0.0,Male,1,1,2,1,None,0,1,Sometimes,Public_Transportation,2
30,1.766975,118.392359,2.118716,0.665439,1.759954,Male,1,1,3,3,Sometimes,0,0,Sometimes,Automobile,5
24,1.75,120.151967,2.01499,0.994592,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
21,1.668642,75.0,2.0,0.970661,0.075823,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
26,1.632193,111.829957,2.617988,0.0,0.15171,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.622418,110.803117,2.702783,0.067491,0.010056,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.78,88.0,2.0,3.0,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,3
22,1.62,58.0,2.0,1.0,0.0,Male,0,1,2,3,None,0,0,None,Public_Transportation,0
26,1.627839,111.571076,2.511399,0.0,0.680746,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
23,1.712515,81.66995,1.810738,0.454944,0.469735,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,3
20,1.717288,114.254278,1.372811,0.520408,0.504816,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
25,1.62456,104.854928,2.748909,0.159255,0.419446,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
32,1.657496,73.641633,2.0,2.892922,0.0,Female,1,1,3,1,Sometimes,0,0,Sometimes,Automobile,2
26,1.848294,118.436166,2.0,0.0,0.127879,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
24,1.754218,120.919703,2.165804,1.917383,0.631217,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
22,1.664752,121.458232,1.538626,0.819269,1.035711,Male,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,5
26,1.63,53.0,2.0,0.0,0.0,Female,1,1,3,3,Frequently,0,0,Sometimes,Public_Transportation,1
26,1.63302,111.93301,2.472903,0.0,0.15171,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.668931,121.527369,1.959777,1.46782,0.31794,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
33,1.85,85.0,3.0,3.0,0.0,Male,0,0,2,3,Sometimes,0,0,Sometimes,Automobile,2
21,1.61,66.5,2.0,3.0,0.0,Male,0,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
26,1.627532,111.886611,2.72005,0.0,0.127443,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
35,1.7,85.0,2.0,0.0,0.0,Male,1,1,3,3,Frequently,0,0,None,Automobile,3
20,1.67,60.0,2.0,2.0,0.0,Male,1,0,2,1,Sometimes,0,0,Sometimes,Public_Transportation,1
25,1.611462,102.686239,1.023328,0.067329,1.0,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.65,80.0,2.0,1.0,0.0,Male,1,1,2,1,Sometimes,1,0,None,Public_Transportation,4
22,1.737313,51.457226,1.771781,1.0,1.0,Female,1,1,2,3,Frequently,0,0,None,Public_Transportation,0
20,1.763987,124.95278,2.704507,0.82666,0.673835,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.8,68.0,2.0,3.0,0.0,Male,1,1,2,3,Frequently,0,1,None,Walking,1
29,1.790172,112.740797,2.168904,0.0,1.509831,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,4
21,1.6,72.0,3.0,1.0,0.0,Female,1,1,2,3,Sometimes,0,0,None,Public_Transportation,2
25,1.607128,104.854928,2.893062,0.029728,0.912457,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
30,1.688426,103.189532,1.251715,0.0,0.08922,Male,1,1,2,1,Sometimes,1,0,None,Public_Transportation,5
23,1.68395,113.451224,2.653563,0.652736,0.552006,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
24,1.76416,99.605527,1.0,1.066241,0.0,Male,1,1,2,1,Sometimes,0,0,None,Public_Transportation,5
26,1.584782,111.933152,2.310076,0.0,0.584755,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.75,78.0,2.0,1.0,0.0,Female,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,2
21,1.85,60.0,2.0,3.0,0.0,Male,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,0
21,1.751046,133.888629,2.32502,1.510398,0.912187,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.649439,111.86899,2.444125,0.0,0.126288,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.613119,68.908136,2.0,0.935217,0.67688,Female,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,2
21,1.753389,78.637307,2.879402,2.392047,0.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
26,1.62439,111.357062,2.686824,0.0,0.540812,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
24,1.755938,97.350366,1.0,0.883542,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,5
23,1.7,80.0,2.0,2.0,1.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,3
22,1.84342,122.119682,1.955053,0.793262,0.0,Male,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,5
23,1.72,72.0,2.0,2.0,1.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,1
30,1.76414,112.010504,2.0,1.351996,0.0026,Male,1,1,1,3,Sometimes,0,0,Sometimes,Automobile,5
23,1.849507,121.786485,2.0,0.0,0.725222,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,5
31,1.84342,121.310257,2.154898,0.886817,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
21,1.64,66.0,2.0,1.0,0.0,Female,1,1,2,1,Sometimes,0,1,Sometimes,Public_Transportation,2
30,1.752456,119.081804,1.78471,0.647632,0.173232,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
22,1.6,82.0,2.0,2.0,0.0,Female,1,1,1,1,Sometimes,0,0,None,Public_Transportation,4
21,1.62,58.0,1.0,1.0,0.0,Female,1,1,2,3,Sometimes,0,0,None,Public_Transportation,1
26,1.627483,104.790549,2.584305,0.0,0.462973,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
23,1.722461,51.607091,1.837184,1.153775,0.0,Male,0,0,2,3,Frequently,0,0,None,Public_Transportation,0
22,1.773656,55.01045,2.0,2.460238,0.0,Male,1,1,2,3,Frequently,0,0,None,Public_Transportation,0
25,1.621167,108.019211,1.023328,0.005939,0.652485,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
20,1.751046,138.034526,2.320068,1.661556,0.739684,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.7,50.0,2.0,0.0,2.0,Female,1,1,2,4,Frequently,0,0,None,Public_Transportation,1
21,1.719913,150.37757,2.691584,1.581242,0.680746,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.701634,95.952027,2.0,0.0,1.466667,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,4
20,1.790172,105.496975,1.050564,0.025787,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,4
20,1.64,50.0,1.0,1.0,1.0,Female,1,1,3,4,Sometimes,0,0,None,Public_Transportation,1
22,1.713348,51.491957,2.0,0.206025,1.667745,Male,1,1,2,3,Frequently,0,0,None,Public_Transportation,0
38,1.65,60.0,2.0,0.0,0.0,Female,1,0,2,3,Sometimes,0,0,None,Automobile,2
26,1.642392,111.914361,2.625537,0.0,0.09776,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
31,1.761068,116.311962,2.006595,0.986414,0.0,Male,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,5
25,1.629225,104.838425,2.556068,0.043689,0.573958,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.6,53.0,1.0,1.0,1.0,Male,1,1,2,3,Always,0,0,Sometimes,Public_Transportation,1
23,1.738836,133.472641,2.852339,1.026452,0.740331,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
32,1.72,84.0,3.0,3.0,1.0,Male,1,0,3,3,Sometimes,0,0,Frequently,Public_Transportation,3
25,1.611462,102.093223,1.023328,0.05093,1.0,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.792646,105.037203,2.553198,0.0,0.150969,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,4
20,1.704193,50.248677,1.175714,0.217455,1.206251,Female,0,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,0
26,1.624576,110.803117,2.702789,0.0,0.29499,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
37,1.76,79.544998,2.396977,0.0,0.0,Female,1,1,3,1,Sometimes,0,0,Frequently,Automobile,3
21,1.751067,133.742943,2.682909,1.538922,0.900497,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.792239,89.836692,2.118716,2.0,0.0,Male,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,4
21,1.668553,94.454394,2.0,0.783676,1.281141,Male,1,1,2,2,Sometimes,0,0,None,Public_Transportation,4
26,1.790172,103.348942,1.0,0.0,0.178301,Male,1,1,2,2,Sometimes,0,0,None,Public_Transportation,4
25,1.678201,104.768318,1.368457,0.162279,0.711331,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
30,1.841879,124.070717,2.208068,0.981686,0.711331,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
25,1.774983,114.173731,2.017602,1.315045,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
22,1.65,89.991671,2.0,0.0,0.2916,Female,1,1,1,1,Sometimes,0,0,Sometimes,Automobile,4
20,1.88,75.0,3.0,2.0,0.0,Male,1,1,3,3,Always,0,0,None,Walking,1
26,1.835643,121.658729,2.436261,0.788585,0.474836,Male,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,5
25,1.73995,104.966758,1.615548,0.162279,0.711331,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
43,1.609321,77.205685,1.5197,0.0,0.0,Female,1,1,3,3,Sometimes,0,0,Sometimes,Automobile,4
20,1.824432,105.254354,2.476002,0.00705,0.0,Male,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,4
21,1.65,88.026943,3.0,1.079524,0.0,Male,1,1,2,1,Sometimes,0,0,None,Public_Transportation,4
25,1.694439,104.839068,1.031354,0.083675,0.587932,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.706082,80.0,2.0,2.022315,1.89388,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,3
25,1.801848,117.384745,2.0,1.376534,0.001518,Male,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,5
21,1.62,69.0,2.0,1.0,0.0,Male,0,1,1,1,None,0,0,Sometimes,Public_Transportation,2
23,1.665585,100.624553,1.0,0.982134,0.0,Male,1,1,2,1,Sometimes,0,0,None,Public_Transportation,5
21,1.65,58.0,2.0,1.0,1.0,Female,1,1,2,3,Sometimes,0,1,None,Automobile,1
25,1.656504,104.768318,1.436616,0.167086,0.586163,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.7,75.0,1.0,2.0,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
30,1.76,112.0,2.0,0.0,1.0,Male,1,1,1,3,Sometimes,1,0,Sometimes,Automobile,5
26,1.626449,111.868169,2.639816,0.0,0.224655,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
30,1.75,120.0,2.174248,0.920476,1.358163,Male,1,1,2,3,Sometimes,1,0,Sometimes,Automobile,5
26,1.641849,111.878132,2.632253,0.0,0.662489,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
30,1.848553,118.382361,2.550672,1.113169,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
27,1.82,71.0,2.0,1.0,1.0,Male,1,1,2,3,Sometimes,0,0,None,Automobile,1
23,1.57,50.0,1.0,2.0,2.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,1
29,1.53,78.0,2.0,0.0,0.0,Female,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,4
32,1.742654,99.709329,1.0,1.974656,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,5
34,1.843172,92.69551,3.0,1.0,0.075823,Male,1,1,2,1,Sometimes,0,0,None,Automobile,3
20,1.6,55.0,1.0,0.0,2.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,1
20,1.72,75.0,3.0,0.0,1.0,Male,0,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,2
26,1.631332,111.829957,2.397653,0.0,0.20482,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
23,1.64,94.790579,1.490613,0.652736,1.0,Female,1,1,2,3,Sometimes,0,0,None,Public_Transportation,4
20,1.8,75.0,2.0,1.0,0.0,Male,1,0,3,3,Sometimes,0,0,Sometimes,Public_Transportation,1
27,1.759647,88.119139,2.0,0.679935,0.315261,Male,1,1,1,1,Sometimes,0,0,Sometimes,Public_Transportation,3
30,1.75834,112.010504,2.008361,0.0,0.613992,Male,1,1,1,3,Sometimes,0,0,Sometimes,Automobile,5
31,1.75,72.0,2.0,2.0,0.0,Male,0,1,3,3,Sometimes,0,0,Sometimes,Automobile,1
21,1.66,60.0,1.0,1.0,0.0,Male,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,1
